LabelId,StatusCode,Status,PlacementCode,Placement,Species,HeadConditionCode,HeadCondition,TagConditionCode,TagCondition,CutTypeQualityCode,CutTypeQualityName,TagCode,TagTypeCode,TagType,SequenceNumber,HeadLength,LostFound,LabAssigned,ContainerId,BatchId,ProjectName,Comments,RecoveryYear,OtolithId,ConfirmDate,DnaCode,FieldLabelCode,UpdateDate,UpdateUser,CreateDate,CreateUser,ContractYear,FisheryID,FisheryName,MrpImported
1461911,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:36:00 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461912,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186475,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:40:17 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461913,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186509,12,Standard Alphanumeric,,,N,N,CL-25220,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 10:32:25 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461914,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:04:16 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461915,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186476,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:04:38 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461916,1,Tag read OK,N,Nares,Chinook,0,Not Checked,N,Normal,1,Good-Head,186666,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:45:32 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461917,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25220,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 10:29:07 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461918,1,Tag read OK,N,Nares,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:47:08 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461919,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:50:15 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461920,2,No tag,X,Not Checked,Chinook,0,Not Checked,X,Not Checked,1,Good-Head,No Tag,,,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,J-OTO-3701,,,,2024-11-01 3:04:44 PM -07:00,ENT\DengS,2024-11-01 12:42:59 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461921,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25220,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 10:29:45 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461922,1,Tag read OK,N,Nares,Chinook,0,Not Checked,N,Normal,1,Good-Head,186475,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:44:38 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461923,2,No tag,X,Not Checked,Chinook,0,Not Checked,X,Not Checked,1,Good-Head,No Tag,,,,,N,N,CL-25220,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,J-OTO-3601,,,,,,2024-11-01 10:42:01 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461924,1,Tag read OK,N,Nares,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:50:00 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461925,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186475,12,Standard Alphanumeric,,,N,N,CL-25220,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 10:30:14 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461926,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:37:45 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461927,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186509,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:42:20 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461928,1,Tag read OK,N,Nares,Chinook,0,Not Checked,N,Normal,1,Good-Head,186475,12,Standard Alphanumeric,,,N,N,CL-25220,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 10:30:00 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461929,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186475,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:44:55 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461930,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186475,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:44:23 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461931,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25233,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 9:37:30 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461932,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186476,12,Standard Alphanumeric,,,N,N,CL-25233,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 9:36:58 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461933,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186476,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:48:28 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461934,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186476,12,Standard Alphanumeric,,,N,N,CL-25220,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 10:31:18 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461935,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25233,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 9:36:14 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461936,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:36:56 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461937,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186475,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:05:14 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461938,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186476,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:30:53 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461939,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:46:35 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461940,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25233,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 9:38:26 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461941,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25220,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 10:31:57 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461942,1,Tag read OK,N,Nares,Chinook,0,Not Checked,N,Normal,1,Good-Head,186476,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:48:02 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461943,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186476,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:38:56 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461944,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:36:27 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461945,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:42:39 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461946,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:47:21 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461947,1,Tag read OK,N,Nares,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25221,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:40:34 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461948,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:37:03 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461949,1,Tag read OK,N,Nares,Chinook,0,Not Checked,N,Normal,1,Good-Head,186509,12,Standard Alphanumeric,,,N,N,CL-25221,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:41:28 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461950,1,Tag read OK,J,Jaw,Chinook,0,Not Checked,N,Normal,1,Good-Head,186474,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:38:07 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461951,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186510,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:39:18 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461952,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186674,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:48:44 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461953,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186476,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:30:39 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461954,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:36:13 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461955,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186475,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:38:16 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461956,2,No tag,X,Not Checked,Chinook,0,Not Checked,X,Not Checked,1,Good-Head,No Tag,,,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,J-OTO-3703,,,,,,2024-11-01 8:43:35 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461957,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:36:41 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461958,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:37:27 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461959,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186476,12,Standard Alphanumeric,,,N,N,CL-25220,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 10:31:32 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461960,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186509,12,Standard Alphanumeric,,,N,N,CL-25221,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:28:27 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461961,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:47:34 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461962,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186510,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:38:31 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461963,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:29:59 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461964,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25231,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 8:46:54 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461965,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25222,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 12:05:37 PM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461966,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186475,12,Standard Alphanumeric,,,N,N,CL-25221,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:38:02 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461967,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25233,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 9:37:55 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461968,1,Tag read OK,E,Eyes,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25233,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 9:38:11 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461969,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186475,12,Standard Alphanumeric,,,N,N,CL-25233,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 9:37:15 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461970,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186476,12,Standard Alphanumeric,,,N,N,CL-25221,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:30:24 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461971,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186509,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:28:53 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461972,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25221,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:29:48 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461973,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186475,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:38:46 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461974,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:35:48 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461975,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186475,12,Standard Alphanumeric,,,N,N,CL-25218,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 1:38:31 PM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461976,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186499,12,Standard Alphanumeric,,,N,N,CL-25233,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 9:37:41 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
1461977,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186477,12,Standard Alphanumeric,,,N,N,CL-25232,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 9:15:27 AM -07:00,ENT\DengS,2024,8,Escapement,Yes
1461978,1,Tag read OK,0,Normal,Chinook,0,Not Checked,N,Normal,1,Good-Head,186476,12,Standard Alphanumeric,,,N,N,CL-25233,8490,2024 Nitinat R Hatchery HFN ESSR Harvest Sarita R Chinook Fall,",[],[]",2024,,,,,,,2024-11-01 9:36:43 AM -07:00,ENT\JuanM,2024,8,Escapement,Yes
